NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190004172218,2019,2933307,Vitória da Conquista,29,BA,24,F,1,3,1,2933307,Vitória da Conquista,29,BA,1,4,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,1,1,1,1,523,524,525,526,402.1,377.2,413.5,384.4,BDECCEABDEDDCACADDADEABDEEEDCABBCBEDECABCCCDA,EEAABAEBEECDADBECADDDBCDADDEBEEDBCBCBCAEEEEAD,99999ABDCDDDAEAEEBBDECDEDACBCDEEDCBEAECBEDEDEEEAAA,ADCCEEDAABECADEECBAAEABDABCCADDCBCDDCCABAEADB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,140,120,120,140,0,520,C,E,A,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190004174561,2019,2304400,Fortaleza,23,CE,23,F,1,3,1,2304400,Fortaleza,23,CE,1,1,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,523,524,525,526,414.5,462.2,443,468,EBBDBDDEDBDCEACEDCAEEBAECCBDBBECBEBEAEABCDDED,EBDDBBCCCEDABCAACBCDADCDBDECBBDCDCAECCDBEDABC,99999ECDECBCABEDDCAEBEDCDCCBAEDCAACAAEEBCCBDEBBEDA,BECCAECDCEBDABDEBAAECCCCAEBDADAEDEADCEBBADDCB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,100,120,120,120,0,460,H,D,F,C,3,B,A,C,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B
190004174734,2019,2306405,Itapipoca,23,CE,24,F,1,3,1,1506203,Salinópolis,15,PA,2,0,2,1,0,23036010,2306405,Itapipoca,23,CE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306405,Itapipoca,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,D,D,3,C,A,B,B,A,A,B,B,B,A,B,A,A,B,B,A,A,A,B,B
190004174788,2019,2306405,Itapipoca,23,CE,23,F,1,3,1,2306405,Itapipoca,23,CE,2,0,2,1,0,23036010,2306405,Itapipoca,23,CE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306405,Itapipoca,23,CE,1,1,1,1,523,524,525,526,395.2,406.5,434.7,449.4,BACBCCAEABECBDDDBADEBECACABDCEDADACABCAACBCAB,BBABDACDACECABCBAEDBDEAEBABBDBABAEABBCADACEBE,99999BABBEEADBCCABCAACBCDDDADABACEADADABCDACACBECA,ACBCACCDDAEACDBEADDAACBBCCCCCECCAEAECDADAACDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,60,40,40,60,0,200,H,H,A,A,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190004177951,2019,2302602,Camocim,23,CE,26,M,1,3,1,2302602,Camocim,23,CE,1,4,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302602,Camocim,23,CE,1,1,1,1,523,524,525,526,448.1,347,371.4,368.8,DECDBEBCBBEBBCBECDEECECDEDBBEBBEDAEEDBDDDDCEC,BDACDCEACEEACDDDCBDADCDCCEBDCDEADBCBEBDECEADE,99999DEECEAEDCCEDBEDDCDCDDEABBCEAAADBCCADECCEBEACB,AAACECEEBEEDAECACBAECCCCAACCEEAADCACEDAEACDDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,40,40,20,20,0,120,A,A,A,A,10,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
190004179515,2019,3140704,Mateus Leme,31,MG,23,M,1,3,1,3106200,Belo Horizonte,31,MG,1,2,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136652,Juatuba,31,MG,1,1,1,1,523,524,525,526,377.2,408.5,378.2,408,EDCA*DEBEABBEDCABCDCECACABDCDBACEBEDAEEACDBDE,BBACAAECBABAABDCABDBCBCBAABDBEEBEADBCDCBAEDDD,99999BDECDBDBAAADECEDDDDBBAEBCCACDEBBCADDCAECCEDBB,CBAEDBBBCDDEAACBCBEDAAADDACDA*AEDEBCBDBAECBAE,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,40,60,80,0,260,H,H,F,F,1,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190004179871,2019,3156007,Rio Vermelho,31,MG,22,M,1,3,1,3156007,Rio Vermelho,31,MG,2,0,2,1,0,31024651,3156007,Rio Vermelho,31,MG,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3128006,Guanhăes,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,A,B,7,C,A,B,E,C,D,A,A,B,A,A,A,A,C,B,A,E,A,B,B
190004181346,2019,2311405,Quixeramobim,23,CE,19,M,1,3,1,2311405,Quixeramobim,23,CE,2,0,2,1,0,23101865,2311405,Quixeramobim,23,CE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311405,Quixeramobim,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,A,H,F,F,4,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
190004183928,2019,1503705,Itupiranga,15,PA,21,M,1,3,1,1504208,Marabá,15,PA,2,0,2,1,0,15548317,1504208,Marabá,15,PA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503705,Itupiranga,15,PA,1,1,1,1,523,524,525,526,423.3,455.4,486.8,503.3,EDCCCAADEAEDAECEADECDAADCACBBABCBEEACAADCBCCA,BCDCCDECCEDCCDCCACDCEBDCCACDCABACCACCCCCADDCB,BCCBC99999CCDCECEEACCEBCCCDECBABECAEADDCCCBCEACCEA,DBDDCBCECCECACCEEAAADCCBABBEEABEAACCADCCAEEBA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,D,G,B,D,5,G,A,C,D,B,A,B,A,A,A,B,A,A,B,A,A,D,A,B,B
190004185625,2019,3138203,Lavras,31,MG,25,M,1,1,1,3300407,Barra Mansa,33,RJ,1,5,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138203,Lavras,31,MG,1,1,1,1,523,524,525,526,430.7,418.8,376.4,525.4,EDCDCBBDAAAEBCABAABECBACEACAEAAACAECAABCAAAEA,EACEACDDAACCDEEBDDBDDDBDCACDDDCCCCEECBBAAEECD,99999AACEAAECABCCECBADECDBCACAADCADABBECAAACECAAEB,DBAAAEDAADEDACAEECAABCDECCBCEAECBCEEEECDAEDDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,3,0,0,0,0,0,0,B,B,C,B,3,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
190004186320,2019,3156700,Sabará,31,MG,49,F,1,3,1,3156700,Sabará,31,MG,1,13,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,A,A,2,C,A,B,D,A,A,B,A,B,A,B,A,B,B,A,A,A,A,B,B
190004188788,2019,2911709,Guanambi,29,BA,19,F,1,3,1,2911709,Guanambi,29,BA,2,0,2,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923407,Palmas de Monte Alto,29,BA,1,1,1,1,523,524,525,526,344.7,433.4,458,427.8,DCCEBEBCBEDDBDECABDBBDCAADADDAEAEEDCDDCDEEAEB,DBEACDDCCBDBCDCCDCBECCECECCAEBADDEEDADEACADAC,BACED99999BDACABBCBBBCDD*ECEEECDBDAABCBBEEDACAEBBE,DEBCCAEDCAEDBCEEEBDADBABBBDCCBDABBEAECADDEEDA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,120,120,120,100,540,C,C,C,B,4,C,A,B,C,A,A,B,A,A,A,A,A,A,C,B,A,E,A,B,B
190004193256,2019,2303808,Cedro,23,CE,40,F,3,3,1,2303808,Cedro,23,CE,1,9,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307304,Juazeiro do Norte,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,B,C,5,B,A,D,C,B,A,B,A,B,A,A,A,A,C,B,B,E,A,B,B
190004194392,2019,2311306,Quixadá,23,CE,25,M,1,3,1,2311306,Quixadá,23,CE,1,2,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311306,Quixadá,23,CE,1,1,1,1,523,524,525,526,356.9,368.1,350.2,401.6,DDCABCADDBAAEADDCCACDAEBBBCDEADAEAAADCBDAADAE,DADCCAAACDDAEEDDCEBDADBCBCDEDEAADACDCABEDBDDB,99999CEACADEADADADBAADDBABACABCCBADBCADACADAECEABA,ACAAACCBABACCDAABBDADABACAEDAEADCCACEEDACDBEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,40,40,40,40,0,160,B,C,A,B,4,B,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,B,A,B,B
190004194512,2019,2304202,Crato,23,CE,37,M,3,1,1,2314003,Várzea Alegre,23,CE,1,6,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304202,Crato,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,A,A,A,A,2,B,A,B,B,A,A,B,A,A,A,A,B,A,C,A,A,B,A,A,A
190004195563,2019,3505708,Barueri,35,SP,21,M,1,3,2,,,,,2,0,2,1,0,35323724,3505708,Barueri,35,SP,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505708,Barueri,35,SP,1,0,0,1,523,,,526,426,,,433.1,BACBBDCCABACEABCADCAABADEDCDDAEADBCADBABCAAAA,,,DCECADCDABEEEBEACAEACBADBEEBEDDACBCDDBBBBEBDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,,,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,,,,,,,,B,C,B,B,5,B,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B
190004197129,2019,3529401,Mauá,35,SP,51,M,1,1,1,3529401,Mauá,35,SP,1,13,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529401,Mauá,35,SP,1,1,1,1,505,507,511,518,489.8,388.7,413.2,471.4,ECDEEDEECDAAEDBBECBDBDCDCAEECEDDBCEEBADCDDEEE,CBDEEEEEEDCEEEEEDDDBDEEBCDDEECCEEEEECBBCAABCB,AEABE99999BDEDDEECCDDEEDEEEEEEEEDEECDBDDEEEDE*EAED,DECCEAEDECDCECDECEDBBCEEDEACCDEAECCECEEDBBCEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,120,120,100,100,120,560,B,B,C,C,4,H,A,C,C,B,A,B,A,B,A,B,A,A,B,A,B,E,A,D,B
190004198493,2019,3519071,Hortolândia,35,SP,18,M,1,1,1,3552403,Sumaré,35,SP,2,0,2,2,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519071,Hortolândia,35,SP,1,1,1,1,523,524,525,526,392.1,370.5,354,447.7,ABCDDCABBCABBACABCABCABBCBDACBACAAEBACBDAEBBC,ABCDACDBCACDEBDCCDCBDACEDBABCDDEBCABCADBBDABC,99999ABCDABCACBCDABADEBECCBACDACDBADAEECCBBCBBADDB,DCACAEDABBACDDBEBDCBADABADBDECBABCACABCACBAEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,100,100,100,20,400,E,E,B,D,3,C,A,B,B,B,A,B,B,B,A,B,A,B,B,A,A,B,A,B,B
190004199370,2019,3548500,Santos,35,SP,17,F,1,1,1,3548500,Santos,35,SP,2,0,3,1,0,35144320,3551009,Săo Vicente,35,SP,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548500,Santos,35,SP,1,1,1,1,503,510,513,515,442,481.5,506.8,487.4,CEDCCCDCECAADBDEEBBCBDDDBECECBEBDBABECCEABAEC,ABDCDADDAABEABCECEAABAEDACBCABBBCBBCABCBAAEBD,ABBBA99999CBCCACECDECBDDAADAECECAEDDCCABDDABBCECED,ECBEDBCCABAEBCECCDBEBDACAADEBDBBEBBEABDADCDBE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1,120,120,120,120,80,560,E,F,F,D,3,J,A,C,D,B,A,B,B,B,A,B,A,B,C,A,B,D,B,B,B
190004204761,2019,3529005,Marília,35,SP,37,F,1,2,1,3529005,Marília,35,SP,1,13,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529005,Marília,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,B,B,5,C,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,C,A,A,A
190004206575,2019,3549904,Săo José dos Campos,35,SP,21,M,1,1,1,4125605,Săo Mateus do Sul,41,PR,2,0,2,,0,35013572,3549904,Săo José dos Campos,35,SP,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549904,Săo José dos Campos,35,SP,1,0,0,1,523,,,526,336.1,,,374.3,BAAABEECAADBEDEEEDEEDEDBADDECAAADECADEABCCDBD,,,AEDADDEBAAECABAEBAEAACDAABDBEAAACCACABBEADAEB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,,,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,,,,,,,,E,D,B,B,2,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190004209955,2019,3552205,Sorocaba,35,SP,18,F,1,1,1,3552205,Sorocaba,35,SP,2,0,2,1,0,35016111,3552205,Sorocaba,35,SP,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3552205,Sorocaba,35,SP,1,1,1,1,523,524,525,526,441.3,360.9,401.5,487,CDACDDABAAEADECDBBCEACEADADCBEDBEEDDEADCADDBE,DCDBEBEACDDBCBDCDCEBCCECCBCBBDACCDECCDDBAEDBB,99999CBDECEDDDBADEEEBDDEDDDEBBEDCAECBEBEDCBCCCECEC,DEADEBEDECBAAEDEABEECADEDCCBDEDBDCCDCEDEBDCBA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,80,80,80,0,320,D,E,D,B,4,D,A,B,C,B,A,B,A,B,A,A,A,A,C,A,B,E,A,B,B
190004221122,2019,3550308,Săo Paulo,35,SP,18,F,1,3,1,2709103,Taquarana,27,AL,1,1,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,Săo Paulo,35,SP,1,1,1,1,523,524,525,526,384.1,524.9,365.2,363.1,CBCABEEBBDDCBBCEADDCCEEADCCCCCCBCAECEBEDBBCDD,EBBBADAABAEABCDAACBBBCCBDDCEBDCBEDEDCEEDBADDC,BDEED99999DBDEBBADCAABDECEBDBBEBDDECEDEADEBCBCEDAC,EDBCCCBCECDEBBBDEBADCBCCCEBBDBBABCBBBCDCCBCBE,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,120,140,120,120,0,500,C,E,C,D,4,D,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,E,B,A,B
190004222359,2019,3509502,Campinas,35,SP,17,F,1,3,1,3509502,Campinas,35,SP,2,0,2,1,0,35042651,3509502,Campinas,35,SP,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509502,Campinas,35,SP,1,1,1,1,504,507,511,516,407.2,500.4,523.5,398.6,BDDAEEBCBECDDEACBCBEDDBEDCDAEDDCCDEEDACCEDDED,BCEADBACABADECDAEDCCDAEABDDACAACAEDBBDAAEDDCA,99999CEDAEDCBAEDDAEBDDCEDBCEAEEAECEBCBAABDDEBDBCDC,CBACBDCBEDBCACDCDCEEDCBEBECCDBACDBAEBECBADEBD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1,120,40,40,80,20,300,E,E,B,B,4,C,A,B,C,B,A,B,B,B,A,B,A,A,C,A,B,D,A,B,B
