NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190002886899,2019,5300108,Brasília,53,DF,20,F,1,1,1,2101202,Bacabal,21,MA,1,1,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,1,1,1,1,523,524,525,526,387.2,391.2,377.9,400.4,AACCBEDAECECCEEAADACEAAECCEEBAEBDDEECEACCADBC,ECBCBBEAEBEEBADDAECBAACDAAAEABCCCEABADBCECCAE,99999EAAEDBEDCAEEBCCBCEBEABEEEEBEBCDAEDEBBABBEBDAE,ACBCEDEDCEEDCEEEBDADEACAAECCADADDEDEBBADADAEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,120,120,120,100,540,H,F,F,C,4,E,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B
190002888086,2019,5002704,Campo Grande,50,MS,26,M,1,3,1,5002704,Campo Grande,50,MS,1,4,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002704,Campo Grande,50,MS,1,1,1,1,523,524,525,526,436.3,372.5,417.8,548,BDCABEADBBDEEABDAEBECEADADBBEDCADEECACBCBDBCE,BCECADEACBECBDBDECEBACADADCBDBECDBAEDBCEBDCAE,BEBCC99999DDABEABDAEBBDDEBEABBAEBCEDDBEBBCCBCDBEDB,DCDBEAEACEEDCEDBDAECBBBCAECCEEBEBCABDEBDAEDDB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,40,40,80,0,240,B,F,F,B,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
190002894574,2019,5005400,Maracaju,50,MS,30,F,1,3,1,5005707,Naviraí,50,MS,1,12,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005400,Maracaju,50,MS,1,1,1,1,523,524,525,526,390.4,447.9,435.4,390.4,AAEABCABEBDCABEAABDBDEACECDECECAAEEDDACDDABCC,ACACBADACBABBDEDEDBDDDCEBADADAEDAAECABDADCCAE,DACCA99999BADBAEABCABCDEDBDAECCAAAECBEDEAAECCBEADE,EADCAEEBAAECABECCBEACBEACCDBEAAECCDBEACEADADB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,100,120,120,120,100,560,C,C,C,B,3,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
190002898215,2019,5101803,Barra do Garças,51,MT,18,M,1,3,1,5101803,Barra do Garças,51,MT,2,0,2,1,0,51024632,5101803,Barra do Garças,51,MT,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101803,Barra do Garças,51,MT,1,1,1,1,504,509,514,516,432.9,464.1,421.5,547.5,ADCCEEBDDEDAACADAEDDBBEEDADCBDCBCDDECACADBBAA,ACABCDBCDCABBCEAEBECEBAAAEBCDAEBBBDDBCADBAADB,99999ECAEBADBEDAEAABBEEDBCBEDEECEDCAAACCEDCBDBEBCC,CECECBBADABCAECAECDBEEACDDABABCBADABEEAAAEABA,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1,140,160,120,180,100,700,E,E,B,B,4,C,A,B,C,B,B,B,A,B,A,A,A,A,B,A,A,B,A,B,B
190002903258,2019,4316907,Santa Maria,43,RS,18,F,1,1,1,4316907,Santa Maria,43,RS,2,0,2,2,0,43123619,4316907,Santa Maria,43,RS,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316907,Santa Maria,43,RS,1,1,1,1,523,524,525,526,411.4,455.9,372.5,378.1,CDECBDABBCEAEAADACACCAEDAEBDBACABBEBADADCAAEE,BBCAEBABEAEBECAEEDBBDBACAEBAAAABDBEAEBDBDACAC,BBCBC99999DBBDACABDDBCEECBACADADCADBBAAADACCEAABBA,ADBEEEEBDAEDACAEEBDAACCBAEDCCBBADCAEAADDCAADA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,40,40,80,0,240,D,D,F,F,5,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,A
190002907249,2019,5005400,Maracaju,50,MS,50,F,0,3,1,5003157,Coronel Sapucaia,50,MS,2,0,2,1,0,50018019,5005400,Maracaju,50,MS,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005400,Maracaju,50,MS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,B,3,D,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,D,A,B,B
190002909377,2019,5208707,Goiânia,52,GO,20,F,1,1,1,5208707,Goiânia,52,GO,1,1,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,1,1,1,1,523,524,525,526,479.5,466.6,433.9,556.2,EBEACDACCADCCBEBBCCDCECCAEAEEBAACDEBBEBDADEBE,ECAAEDAEDDEBADEBABBAEDBADCEADEECCBCBEDBCCACAC,99999EBEEBCAAEBEDAEAACDEBDEEEEAACDACBABAEECBEADAEC,DBEEDDAEDDDBABDEACEBAEBCBCBEABCBADBEBEAEAAEBE,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,140,80,120,0,420,E,E,A,C,5,J,B,D,D,B,A,B,B,B,A,B,A,B,D,A,A,D,A,B,B
190002909909,2019,4309209,Gravataí,43,RS,30,F,1,1,1,4314902,Porto Alegre,43,RS,1,13,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309209,Gravataí,43,RS,1,1,1,1,523,524,525,526,358.4,441.6,494.6,392.4,BAEABCABCDEEEDEAABDAEEEABDDBEABDBCADDEADCCDEE,ACEDAADAADEABABCEAEEECEEBAEABBCAEEEECBEAAECDE,BCEDE99999CEABAAEECEBEECEBCEBEEAEEAABEDEBCEBECEDED,BCCABAEBBCEADECECAEAECACAEDBECAEEEDBCCCCAEBBA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,100,120,120,100,120,560,B,C,A,B,6,C,A,B,D,B,A,B,A,B,B,B,A,A,B,A,A,D,B,A,B
190002912882,2019,2601706,Belo Jardim,26,PE,21,F,1,1,1,2601706,Belo Jardim,26,PE,2,0,2,1,0,26050200,2601706,Belo Jardim,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601706,Belo Jardim,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,F,B,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190002919574,2019,2612000,Sairé,26,PE,19,M,1,1,1,2601904,Bezerros,26,PE,2,0,2,1,0,26086077,2612000,Sairé,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601904,Bezerros,26,PE,1,0,0,1,523,,,526,418,,,486,ABACDBDABECBADEECCDBAAAEBACBDBDADACACEAEAEBAE,,,BEEDBBBABCBCDADBCBDABDDACCEADEEAAADACCBCACACA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,,,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,,,,,,,,B,B,A,A,4,B,A,B,D,A,B,B,A,A,A,A,A,A,B,B,A,C,A,A,A
190002919656,2019,2612000,Sairé,26,PE,18,F,1,3,1,2612000,Sairé,26,PE,2,0,2,1,0,26086077,2612000,Sairé,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601904,Bezerros,26,PE,1,1,1,1,523,524,525,526,388.7,481.7,357.2,411.2,AACDCBACEEADCCABCBDCCBAAEDDECCDAECDCECADBACDA,EBAEBBEDDCDAACCAECAEADEDBBCEAAABBCACCDCCAEBBA,99999B*BDCCEBCEDAABEEEAACDECBEABCDACCEABCBDBEDCAAE,CEBCDDCCDECDAEAAEEBCCAECBEEDEDCBDEABDDAEBCABB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,A,A,A,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,A
190002923309,2019,2610707,Paulista,26,PE,23,F,1,3,1,2609600,Olinda,26,PE,2,0,2,1,0,26117045,2610707,Paulista,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610707,Paulista,26,PE,1,1,1,1,523,524,525,526,380.8,535.2,334.5,400.8,ADCBBEDDCDEAEABEADEDDAEBECABCBDEEBECECDBEACDB,EDACADBACBEBDDBADECDCBABECEDBACADEEBABCADECAE,EACEC99999AADCBAECADECEEDEBACBEAADACBBDEEACDEBDDCA,ABECDCEADBECAEEDEAAECBEADEDBECEDCCEAEEADBECEA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,E,D,C,B,5,C,A,C,C,A,A,B,A,B,A,A,A,A,C,B,A,E,A,A,B
190002933225,2019,2613503,Săo José do Belmonte,26,PE,29,M,1,3,1,2613503,Săo José do Belmonte,26,PE,1,7,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613503,Săo José do Belmonte,26,PE,1,1,1,1,523,524,525,526,475.3,386.9,477.6,473.1,EDDCDCBBDBAECEBAEACDCDEEBEDBEDBDBCDAEDDEAECED,DACDEEDCCEABDDCEDEEBDDCCEDDEBCCACBCEDADBEEDAC,99999CADEACEBCBEDEAEBCDEDBCEBEBCEEDBADDEAABDEAEDDD,DDCCBCDCEDEBCDCEADBACBECBECEADAECBCDECADBEEDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,120,100,100,120,520,C,B,B,A,3,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190002940146,2019,2613602,Săo José do Egito,26,PE,27,M,1,2,1,2613602,Săo José do Egito,26,PE,2,0,2,2,0,26019825,2613602,Săo José do Egito,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613602,Săo José do Egito,26,PE,1,1,1,1,523,524,525,526,406.3,416.9,423.8,395.6,AAAEBEBDDCEBEACADCADDCAAEADAACEBDCCADABBEBECE,ABBDAEAAABBBBACBECAACB.CBCDCAEABEAAAACCAAABBB,99999EBEEACBDEAEACCBBCDABDEABBDDEADBDCADAAADEBDBDA,CEDDADCDBBEAACCACCEACCCBABCCEDBCBCAABCCBADDAC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,40,40,80,0,240,A,B,C,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,D,A,B,B
190002945357,2019,2910727,Eunápolis,29,BA,25,F,1,3,2,,,,,1,3,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910727,Eunápolis,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,H,A,A,2,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190002952093,2019,2933307,Vitória da Conquista,29,BA,25,M,1,3,1,2933307,Vitória da Conquista,29,BA,2,0,2,1,0,29361540,2933307,Vitória da Conquista,29,BA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,1,1,1,1,523,524,525,526,449,500,435.3,428.1,BAEEACADABACDBDABEDEDCECBDEBCDEAEEBCDAADAAABE,CAADAAEAECEDACCBCBEAEBEBEBCBDABCCBABBBEACAADC,99999EADBCCDCAEECBCACCABDAEEBBADCECADEBEDEBDCDDDDB,DDCCBEACDAEDABBEABDBCBECAECCBCAEDECBBEBDAACDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,120,120,120,120,180,660,E,B,C,F,5,D,A,C,D,B,A,B,A,A,A,B,A,A,C,A,A,E,B,B,B
190002953860,2019,2612000,Sairé,26,PE,21,M,1,1,1,2604106,Caruaru,26,PE,2,0,2,1,0,26086077,2612000,Sairé,26,PE,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601904,Bezerros,26,PE,1,1,1,1,523,524,525,526,362.9,413.5,469.8,375.3,AECCADBEDCADECADACECADBCEACEBADCADEBAEBEDCABE,EDCDEBADCEBDACABBABCDACBCBCECAADBBADEAACDBEAC,99999ACBCECCDBABCACAEADECBAEADBCADEABDAACDBCCADDBA,CECACBDCDECADBECDEEADCBDACABECCACECACAECACBDD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,B,B,A,A,8,B,A,B,E,A,B,B,A,A,A,A,A,A,B,B,A,D,A,A,A
190002959430,2019,2927408,Salvador,29,BA,18,F,1,2,1,2927408,Salvador,29,BA,1,1,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,C,B,7,B,A,B,C,A,A,B,A,B,A,B,A,A,B,B,A,C,B,B,B
190002963403,2019,3170206,Uberlândia,31,MG,34,F,1,3,2,,,,,1,13,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170206,Uberlândia,31,MG,1,1,1,1,523,524,525,526,427.8,386,428.5,391.1,EDAECBBBEBDDEEDBABDDDBEABCADAECBCACEECDCADCBD,CDDADACDEEDBADCDDBDADADDCADEABAADEDBCDADAEEAD,DBCBD99999EBDAAAACAABDEADCDEABCCEDAEADDABDCCCCACBB,AEDCEDCDEDEDEAEADBDDCDDEDBDECCADDCBBECDCCEDDD,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,100,80,120,80,460,H,H,F,F,4,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
190002967116,2019,4115408,Marmeleiro,41,PR,23,M,1,1,1,4121604,Renascença,41,PR,1,0,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4108403,Francisco Beltrăo,41,PR,1,1,1,1,523,524,525,526,379,383.9,469.7,443.2,BACAEDEACBECBABBADABEEAAACABEADBEECABCAAEACBA,BBDABABBBAAABDEBAAADAEBEABBADCCACBBBABCCCBBCB,99999BABBABDDAAEACAABCAEEABEBADCECABCDBDBCCEEAABDA,ABDCEDADBAEAAEADCAAADCDAAAACAEDAACEAEDDEAACAB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,80,40,40,80,0,240,H,H,A,A,3,A,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,B,A,B,B
190002969456,2019,2105302,Imperatriz,21,MA,22,M,1,3,1,5208707,Goiânia,52,GO,1,1,1,1,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,C,C,F,5,C,A,B,C,A,A,B,A,B,B,A,A,A,C,B,A,E,A,B,A
190002974092,2019,4123808,Santa Izabel do Oeste,41,PR,18,F,1,1,1,4123808,Santa Izabel do Oeste,41,PR,2,0,2,1,0,41082990,4123808,Santa Izabel do Oeste,41,PR,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4121406,Realeza,41,PR,1,1,1,1,523,524,525,526,386.5,471,368.5,426.3,CDEBDABEEAAEBCDBCADCBDEBADBDBDDECECCBADCDAACB,BACDBADACCEEABCDECECDDCABCBDBEDBABAECDCAEBCBD,BCBAD99999CADCEDBACDECEEBAADCBEECDBEBEAACABCEBCEDA,DDBCCDCBEBECDBCEEBCACBDECEDBBADCBCABDEBDEDBAC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,4,0,0,0,0,0,0,H,H,D,B,6,D,A,B,D,B,A,B,B,B,A,A,A,A,B,A,A,E,B,B,B
190002985113,2019,5201108,Anápolis,52,GO,26,F,1,3,1,5201108,Anápolis,52,GO,1,9,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5201108,Anápolis,52,GO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,B,D,F,3,C,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,B,B,B,B
190002991132,2019,5103403,Cuiabá,51,MT,29,F,1,1,1,5103403,Cuiabá,51,MT,1,7,1,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103403,Cuiabá,51,MT,1,1,1,1,523,524,525,526,435.7,376.2,408.9,448,BDCAECADBECCCCECBCCCEEADEDEBBBDDBBCDBEBCEDCBD,CCCEDCADEAEBBDAEDEBACDABECECBEABCEADBBDEDECAD,99999BEDEEBECBDCBEDDBCECECAABEEDDBDBADDAAEBDBDEEAC,CACCADDCADEDCABEABAACBBEECBBEEADDBABBBCEAE*DA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1,100,100,100,80,0,380,D,F,F,F,3,B,A,C,D,B,A,D,B,C,B,B,C,A,C,A,A,B,A,C,B
